HGNC symbol	Ensembl Gene ID
FLYWCH1	ENSG00000059122
LGALS9B	ENSG00000170298
ANXA2R	ENSG00000177721
PSORS1C1	ENSG00000206458
LINC00483	ENSG00000167117
P2RY8	ENSG00000182162
AIF1	ENSG00000206428
CLTA	ENSG00000122705
	ENSG00000270978
ANKRD29	ENSG00000154065
SLC10A4	ENSG00000145248
	ENSG00000251183
	ENSG00000200209
HCG4B	ENSG00000227956
FOLR3	ENSG00000110203
OR8K4P	ENSG00000254947
HOXA6	ENSG00000106006
SNORD49A	ENSG00000277370
HPYR1	ENSG00000253521
SYDE2	ENSG00000097096
	ENSG00000256546
THOC7-AS1	ENSG00000240549
PCF11	ENSG00000165494
ECT2L	ENSG00000203734
	ENSG00000219088
GP6	ENSG00000275633
POU5F1	ENSG00000206454
	ENSG00000227014
	ENSG00000254694
	ENSG00000231612
KIR3DP1	ENSG00000276912
	ENSG00000240478
RPA2P1	ENSG00000258392
ENTPD6	ENSG00000197586
MEI1	ENSG00000167077
	ENSG00000234607
GLRA1	ENSG00000145888
	ENSG00000243687
	ENSG00000272801
ANKRA2	ENSG00000164331
C7orf33	ENSG00000170279
C3orf80	ENSG00000180044
RPS15AP3	ENSG00000214903
ABCG1	ENSG00000160179
	ENSG00000258490
ZNF708	ENSG00000182141
ZDHHC20P1	ENSG00000226303
	ENSG00000252040
APOM	ENSG00000206409
TAS2R39	ENSG00000236398
	ENSG00000200702
MAMDC2	ENSG00000278608
CLIC1	ENSG00000230685
	ENSG00000211571
	ENSG00000249099
	ENSG00000258994
HOXA-AS2	ENSG00000253552
DCP1A	ENSG00000272886
CCDC54	ENSG00000138483
PTGS2	ENSG00000073756
ZNF526	ENSG00000167625
SULT1A3	ENSG00000261052
PARP3	ENSG00000041880
	ENSG00000260375
ALG13	ENSG00000101901
ADAMTS14	ENSG00000138316
GFOD1	ENSG00000145990
	ENSG00000228084
SMCR8	ENSG00000176994
GOLGA2P11	ENSG00000260062
RBMY2JP	ENSG00000227204
GUCY2GP	ENSG00000243316
SRPR	ENSG00000182934
UFM1	ENSG00000120686
	ENSG00000228028
DSTNP2	ENSG00000248593
HK2P1	ENSG00000228612
DCN	ENSG00000011465
	ENSG00000258297
SAFB	ENSG00000160633
	ENSG00000234064
FAM138D	ENSG00000262927
	ENSG00000264434
OR2BH1P	ENSG00000272882
SATL1	ENSG00000184788
FAM216B	ENSG00000179813
ZBTB17	ENSG00000116809
	ENSG00000267201
	ENSG00000278011
	ENSG00000254061
	ENSG00000279439
AP5B1	ENSG00000254470
	ENSG00000259052
TXNDC8	ENSG00000204193
MTND5P12	ENSG00000251544
ZDHHC20P1	ENSG00000229898
ZNF568	ENSG00000198453
GRM3	ENSG00000198822
	ENSG00000258504
CRIM1	ENSG00000277354
TYW5	ENSG00000162971
	ENSG00000270133
SUCLA2P1	ENSG00000237865
	ENSG00000258904
MAPT	ENSG00000277956
	ENSG00000249175
	ENSG00000254320
OR8U8	ENSG00000262315
OR8U9	ENSG00000262315
ATP11A	ENSG00000068650
NELFE	ENSG00000229363
QRSL1P3	ENSG00000257957
SPATA31A1	ENSG00000204849
RPL7AP64	ENSG00000213876
OR5K2	ENSG00000231861
GABRB1	ENSG00000163288
	ENSG00000240032
	ENSG00000251354
	ENSG00000259101
HSPA8P4	ENSG00000248610
ARID4B	ENSG00000054267
RN7SKP76	ENSG00000201289
SLC7A1	ENSG00000139514
SPDYA	ENSG00000163806
	ENSG00000207401
	ENSG00000234686
RBFOX1	ENSG00000078328
CACNB4	ENSG00000182389
IKZF3	ENSG00000161405
	ENSG00000253654
USP13	ENSG00000058056
	ENSG00000217120
YY1	ENSG00000100811
SCRG1	ENSG00000164106
	ENSG00000227948
	ENSG00000253160
GOLGA8G	ENSG00000277090
GOLGA8F	ENSG00000277090
	ENSG00000232889
DPPA5P1	ENSG00000269776
DDX43P2	ENSG00000270763
GOLGA8J	ENSG00000179938
	ENSG00000235116
	ENSG00000253363
	ENSG00000258823
ARPP19	ENSG00000128989
	ENSG00000253680
PLAC9	ENSG00000189129
USP17L20	ENSG00000250745
TSGA10IP	ENSG00000175513
ACOX2	ENSG00000168306
LARS2-AS1	ENSG00000232455
GPHN	ENSG00000171723
TMEM2	ENSG00000135048
FAM201A	ENSG00000204860
	ENSG00000251350
OR2J3	ENSG00000226271
	ENSG00000250613
	ENSG00000272221
	ENSG00000201820
SUMO2P12	ENSG00000218893
	ENSG00000279104
	ENSG00000278423
	ENSG00000255958
MFSD7	ENSG00000169026
LRRN3	ENSG00000173114
RNU6-1212P	ENSG00000252832
PCNPP1	ENSG00000258359
	ENSG00000231043
	ENSG00000230010
ZFRP1	ENSG00000234570
HHIP	ENSG00000164161
CLK1	ENSG00000013441
	ENSG00000273785
	ENSG00000225884
	ENSG00000228478
	ENSG00000218749
ITPRIPL1	ENSG00000198885
PIR	ENSG00000087842
	ENSG00000249574
	ENSG00000254571
MLK7-AS1	ENSG00000238133
	ENSG00000235635
KLC1	ENSG00000126214
CDK1	ENSG00000170312
	ENSG00000220541
LINC01095	ENSG00000248809
	ENSG00000174495
BACH1-IT2	ENSG00000228817
	ENSG00000253586
	ENSG00000276416
CENPU	ENSG00000151725
	ENSG00000278301
	ENSG00000259786
	ENSG00000238246
UBE3AP2	ENSG00000228941
CMPK2	ENSG00000134326
RPS27P22	ENSG00000241451
TNKS	ENSG00000173273
TPRX1	ENSG00000178928
	ENSG00000256923
SDR16C5	ENSG00000170786
HAT1	ENSG00000128708
LINC01310	ENSG00000205632
PPIAP13	ENSG00000237882
FUT10	ENSG00000172728
MX2	ENSG00000183486
HCG17	ENSG00000240833
	ENSG00000260919
	ENSG00000250658
	ENSG00000234182
SLC39A7	ENSG00000112473
	ENSG00000275527
	ENSG00000275422
	ENSG00000250865
INADL	ENSG00000132849
	ENSG00000234503
	ENSG00000275531
MUC15	ENSG00000169550
STX4	ENSG00000103496
LHFPL4	ENSG00000156959
	ENSG00000250277
RPL7P20	ENSG00000254252
RN7SL57P	ENSG00000242256
LENG1	ENSG00000278516
	ENSG00000256006
R3HDM2P2	ENSG00000216817
	ENSG00000261905
KCTD6	ENSG00000168301
	ENSG00000250708
	ENSG00000258815
	ENSG00000253844
PLXDC2	ENSG00000120594
PLAGL2	ENSG00000126003
	ENSG00000250042
	ENSG00000242162
BACH1	ENSG00000156273
	ENSG00000232848
CCDC28A	ENSG00000024862
	ENSG00000250796
	ENSG00000268618
SLC25A22	ENSG00000177542
RFX7	ENSG00000181827
	ENSG00000255545
	ENSG00000270627
	ENSG00000224980
MOAP1	ENSG00000165943
RPL7AP72	ENSG00000235735
DIAPH1	ENSG00000131504
	ENSG00000231305
RPL5P2	ENSG00000237068
	ENSG00000261260
	ENSG00000277646
GOLGA6L17P	ENSG00000277741
	ENSG00000249960
	ENSG00000272153
OSCAR	ENSG00000278533
	ENSG00000250620
	ENSG00000091436
	ENSG00000233183
MRRF	ENSG00000148187
	ENSG00000268170
FAM189A2	ENSG00000135063
TPI1P4	ENSG00000225455
PAWRP1	ENSG00000225533
EMC7	ENSG00000134153
	ENSG00000234646
AKAP9	ENSG00000127914
	ENSG00000217612
TMA16P2	ENSG00000232467
	ENSG00000231414
	ENSG00000251643
	ENSG00000226802
	ENSG00000260569
OR2T4	ENSG00000196944
RPL21P23	ENSG00000236776
	ENSG00000229327
	ENSG00000235625
LY6G6D	ENSG00000206402
	ENSG00000219738
TXNDC2	ENSG00000168454
LINC01205	ENSG00000228980
	ENSG00000234932
TAS2R40	ENSG00000221937
FGD2	ENSG00000146192
	ENSG00000250043
	ENSG00000251367
IL22RA1	ENSG00000142677
	ENSG00000259175
TRBV20OR9-2	ENSG00000205274
	ENSG00000267342
RNF39	ENSG00000227171
ABHD16A	ENSG00000204427
FGFR1OP2P1	ENSG00000230256
CYP2AB1P	ENSG00000233441
KIR2DL5A	ENSG00000275436
ISL2	ENSG00000159556
RPL23P10	ENSG00000244708
	ENSG00000233741
EDC3	ENSG00000179151
	ENSG00000228335
HECTD1	ENSG00000092148
	ENSG00000225475
OR2T6	ENSG00000198104
MS4A18	ENSG00000214782
	ENSG00000249764
RNF219-AS1	ENSG00000234377
	ENSG00000264895
	ENSG00000275478
RNU6-309P	ENSG00000201443
	ENSG00000251490
H2BFM	ENSG00000101812
POLR2KP2	ENSG00000224510
LINC01122	ENSG00000233723
RN7SKP259	ENSG00000222998
HLA-DRB1	ENSG00000228080
	ENSG00000263640
	ENSG00000255310
COX6B1P6	ENSG00000253349
	ENSG00000216802
RPP21	ENSG00000239927
USO1	ENSG00000138768
FAM155A-IT1	ENSG00000227248
FAM45A	ENSG00000119979
CARM1P1	ENSG00000227835
	ENSG00000279287
	ENSG00000230838
	ENSG00000266465
RNU6-1065P	ENSG00000207242
FAM155A	ENSG00000204442
	ENSG00000259569
	ENSG00000238832
	ENSG00000258844
	ENSG00000258010
	ENSG00000253060
	ENSG00000255505
TPI1	ENSG00000111669
	ENSG00000254182
PRAMEF2	ENSG00000120952
NT5DC4	ENSG00000144130
MBTD1	ENSG00000011258
LOH12CR2	ENSG00000205791
KIAA0930	ENSG00000100364
	ENSG00000279834
SLITRK4	ENSG00000179542
HESX1	ENSG00000163666
SDC2	ENSG00000169439
	ENSG00000238290
MBOAT7	ENSG00000277923
ATG4AP1	ENSG00000232735
	ENSG00000254912
BEGAIN	ENSG00000183092
	ENSG00000261076
RAD17P1	ENSG00000232400
NEU3	ENSG00000162139
MEP1AP4	ENSG00000224537
IGBP1P1	ENSG00000226677
C4A-AS1	ENSG00000238170
KIR3DP1	ENSG00000274610
OLAH	ENSG00000152463
TBC1D3G	ENSG00000275760
RNU6-24P	ENSG00000207169
	ENSG00000216676
LAS1L	ENSG00000001497
GANAB	ENSG00000089597
RNU6-1091P	ENSG00000200815
	ENSG00000267004
	ENSG00000254789
	ENSG00000249380
CLCA1	ENSG00000016490
	ENSG00000258813
	ENSG00000250194
PAIP2B	ENSG00000124374
RPL15P4	ENSG00000233965
	ENSG00000248701
HNRNPLP2	ENSG00000259917
GAPDHP28	ENSG00000213449
	ENSG00000258448
HGS	ENSG00000185359
ACTBP6	ENSG00000203413
	ENSG00000230372
CDR2	ENSG00000140743
	ENSG00000249867
ISCA1P4	ENSG00000259405
	ENSG00000249365
TCF19	ENSG00000206455
UBE2L4	ENSG00000267741
OR7G3	ENSG00000170920
LINC01297	ENSG00000274827
PRPF31	ENSG00000277953
SOCS2P1	ENSG00000237662
	ENSG00000237754
CLASP1	ENSG00000074054
	ENSG00000272984
	ENSG00000248779
RNF222	ENSG00000189051
HEIH	ENSG00000278970
RANP1	ENSG00000137321
MTND4P3	ENSG00000225959
	ENSG00000233336
IGJP1	ENSG00000253655
ADRA1D	ENSG00000171873
YIPF6	ENSG00000181704
MOSPD2	ENSG00000130150
FASTKD3	ENSG00000124279
SNORA9	ENSG00000277184
PRSS41	ENSG00000215148
KIR2DL4	ENSG00000275237
	ENSG00000250831
RNA5SP272	ENSG00000251904
	ENSG00000275094
ANO3	ENSG00000134343
	ENSG00000206976
VN1R81P	ENSG00000268357
USP17L22	ENSG00000248933
DPRXP2	ENSG00000271304
	ENSG00000204801
C8orf88	ENSG00000253250
	ENSG00000237039
SLC25A36P1	ENSG00000267781
	ENSG00000262611
VN1R83P	ENSG00000268521
	ENSG00000226829
	ENSG00000237126
	ENSG00000267192
CYP27C1	ENSG00000186684
STAP1	ENSG00000035720
OR4A16	ENSG00000181961
RN7SKP265	ENSG00000252257
DTX1	ENSG00000135144
	ENSG00000231522
	ENSG00000251363
RAET1K	ENSG00000218358
	ENSG00000266907
EPC1	ENSG00000120616
	ENSG00000259296
	ENSG00000267298
	ENSG00000278310
PLEKHF1	ENSG00000166289
DNAH17-AS1	ENSG00000267432
ANKRD20A7P	ENSG00000236816
LTBP2	ENSG00000119681
	ENSG00000276603
	ENSG00000228037
	ENSG00000230324
TDG	ENSG00000139372
RILPL2	ENSG00000150977
EPGN	ENSG00000182585
	ENSG00000253283
	ENSG00000279249
EIF4EP2	ENSG00000229944
	ENSG00000245688
KIF16B	ENSG00000089177
	ENSG00000271257
	ENSG00000254171
SRRM1P2	ENSG00000242195
	ENSG00000230733
	ENSG00000279716
NDUFA1	ENSG00000125356
OSBPL9P5	ENSG00000256285
MARCKSL1P2	ENSG00000215878
	ENSG00000270993
	ENSG00000261780
C15orf26	ENSG00000156206
	ENSG00000279492
	ENSG00000277849
NNAT	ENSG00000053438
	ENSG00000272070
RNU6-1283P	ENSG00000202184
MRPL54	ENSG00000183617
	ENSG00000259345
GPR151	ENSG00000173250
	ENSG00000279203
	ENSG00000273944
HIST2H3D	ENSG00000183598
MED28P8	ENSG00000242598
	ENSG00000268189
PTPRC	ENSG00000262418
MRPL22	ENSG00000082515
KCTD2	ENSG00000180901
	ENSG00000229119
	ENSG00000250127
	ENSG00000214733
	ENSG00000248613
	ENSG00000248262
GLTP	ENSG00000139433
	ENSG00000179066
MLPH	ENSG00000115648
CYCSP39	ENSG00000260690
	ENSG00000270445
FAAH	ENSG00000117480
	ENSG00000232233
MPC1L	ENSG00000238205
RPS21P8	ENSG00000223782
RBM25	ENSG00000119707
PYY	ENSG00000131096
	ENSG00000229913
ZNF131	ENSG00000172262
	ENSG00000280141
	ENSG00000231724
	ENSG00000262280
	ENSG00000238694
FEM1AP2	ENSG00000265296
	ENSG00000167355
	ENSG00000239143
	ENSG00000231982
HLA-DOA	ENSG00000231558
ITIH3	ENSG00000162267
RNU6-396P	ENSG00000202239
	ENSG00000278112
	ENSG00000221382
RPL15P4	ENSG00000236547
PRDM5	ENSG00000138738
NECAB1	ENSG00000123119
	ENSG00000228675
HLA-DPA3	ENSG00000224929
NDUFA6	ENSG00000273397
	ENSG00000280328
SRM	ENSG00000116649
RN7SL398P	ENSG00000244356
	ENSG00000276174
OR2J4P	ENSG00000226610
PPIH	ENSG00000171960
PTGIS	ENSG00000124212
	ENSG00000276816
ZNF605	ENSG00000196458
	ENSG00000273049
PLXND1	ENSG00000004399
	ENSG00000262802
NOP14-AS1	ENSG00000249673
	ENSG00000275990
PCYT1A	ENSG00000161217
STRN4	ENSG00000090372
RPS12P20	ENSG00000244134
SNRNP35	ENSG00000184209
	ENSG00000231474
RN7SL808P	ENSG00000240637
KRT17	ENSG00000128422
RNU6-1314P	ENSG00000252948
	ENSG00000233724
CHUK	ENSG00000213341
RBM14	ENSG00000239306
VASH2	ENSG00000143494
	ENSG00000221402
	ENSG00000233482
SNORA4	ENSG00000263776
RPS17P1	ENSG00000232302
	ENSG00000129951
	ENSG00000251779
	ENSG00000251828
ARPC1B	ENSG00000130429
KCNK16	ENSG00000095981
HNRNPCL2	ENSG00000275774
MIR27B	ENSG00000207864
	ENSG00000260179
	ENSG00000264393
KATNBL1	ENSG00000134152
	ENSG00000225689
	ENSG00000241886
SOX5	ENSG00000134532
OR2H4P	ENSG00000234092
	ENSG00000277737
SSX2B	ENSG00000268447
PPP1R10	ENSG00000204569
	ENSG00000232652
SCGB1C2	ENSG00000277730
KIR2DL5A	ENSG00000274143
LINC01039	ENSG00000234168
GK-IT1	ENSG00000229331
	ENSG00000231357
	ENSG00000237807
MC5R	ENSG00000176136
TPM3	ENSG00000143549
	ENSG00000233778
SMC5-AS1	ENSG00000268364
LMO3	ENSG00000048540
GK-AS1	ENSG00000243055
BTF3P13	ENSG00000227118
	ENSG00000258385
RPL24P8	ENSG00000236801
	ENSG00000263231
	ENSG00000254204
LONP1	ENSG00000196365
KIR2DL3	ENSG00000277924
RPS9	ENSG00000274005
TMEFF1	ENSG00000241697
	ENSG00000236823
	ENSG00000232056
CCDC102A	ENSG00000135736
OR10A6	ENSG00000279000
PPIL2	ENSG00000100023
	ENSG00000261065
MYO1F	ENSG00000142347
	ENSG00000280319
	ENSG00000270488
HPN	ENSG00000105707
MPEG1	ENSG00000197629
	ENSG00000267770
ST8SIA6-AS1	ENSG00000204832
NEK4	ENSG00000114904
	ENSG00000271952
HSPA13	ENSG00000155304
	ENSG00000275232
SLIT2	ENSG00000145147
JOSD1	ENSG00000100221
MTX1P1	ENSG00000263037
OR52S1P	ENSG00000237354
	ENSG00000279609
	ENSG00000279388
	ENSG00000232784
CRB3	ENSG00000130545
	ENSG00000253698
	ENSG00000251135
ZBTB41	ENSG00000177888
MYH9	ENSG00000100345
	ENSG00000256209
CYP24A1	ENSG00000019186
	ENSG00000233144
LINC00533	ENSG00000249032
VSTM1	ENSG00000274887
	ENSG00000224251
	ENSG00000239994
SERPINA11	ENSG00000186910
LIN37	ENSG00000267796
	ENSG00000255704
RPSAP2	ENSG00000249814
	ENSG00000275343
DTX4	ENSG00000110042
PI4K2A	ENSG00000155252
	ENSG00000226096
LINC01432	ENSG00000234435
HMGN2P41	ENSG00000261620
	ENSG00000234793
MIR4505	ENSG00000264741
	ENSG00000230370
RN7SL332P	ENSG00000242989
	ENSG00000279785
	ENSG00000256462
GAA	ENSG00000171298
OR5AL1	ENSG00000181395
MBOAT7	ENSG00000274194
IGFBP1	ENSG00000146678
	ENSG00000262892
	ENSG00000254839
	ENSG00000251210
	ENSG00000235901
OR5V1	ENSG00000240130
NYAP2	ENSG00000144460
RN7SKP48	ENSG00000201901
ZNF766	ENSG00000196214
IFT80	ENSG00000068885
HSPA2	ENSG00000126803
SS18	ENSG00000141380
	ENSG00000278947
	ENSG00000232719
	ENSG00000254936
	ENSG00000264742
DDX11L10	ENSG00000233614
	ENSG00000228540
CA6	ENSG00000131686
	ENSG00000271874
	ENSG00000224672
DPRXP6	ENSG00000270791
RPL18	ENSG00000063177
XPO7	ENSG00000130227
	ENSG00000243621
KRT8P36	ENSG00000240668
CCT5P1	ENSG00000250444
ETF1P1	ENSG00000232141
CCNB2P1	ENSG00000214998
SNRPGP20	ENSG00000271496
	ENSG00000254946
CTNNB1	ENSG00000168036
SLC35F6	ENSG00000213699
RPL7P38	ENSG00000239473
POTEB3	ENSG00000276760
	ENSG00000279455
	ENSG00000280015
TCEB1P30	ENSG00000223746
TRAJ6	ENSG00000211883
C11orf53	ENSG00000150750
	ENSG00000219409
KIR2DL2	ENSG00000277725
TRAJ39	ENSG00000211850
OR7E136P	ENSG00000205897
SLC17A9	ENSG00000101194
KIAA1328	ENSG00000150477
ASPDH	ENSG00000204653
	ENSG00000235491
LINC01096	ENSG00000246095
	ENSG00000256912
MIR92A2	ENSG00000208034
	ENSG00000205663
TNFSF13B	ENSG00000102524
RAB9AP5	ENSG00000231423
MIR4752	ENSG00000277989
ARHGAP42P5	ENSG00000258233
	ENSG00000218577
RPL21P17	ENSG00000214073
NOV	ENSG00000136999
MIR5685	ENSG00000264056
	ENSG00000275002
	ENSG00000226996
RNU4-64P	ENSG00000222727
POM121B	ENSG00000205578
	ENSG00000270728
ECM1P2	ENSG00000249995
IMMP2L	ENSG00000184903
ERCC1	ENSG00000012061
HMGN1P35	ENSG00000172186
RPL7L1P7	ENSG00000251137
	ENSG00000257635
ONECUT3	ENSG00000205922
	ENSG00000249686
OR7E59P	ENSG00000250561
	ENSG00000249780
TRAJ55	ENSG00000250688
NEU4	ENSG00000277926
	ENSG00000250437
TRAJ32	ENSG00000211857
	ENSG00000279501
RPL15P3	ENSG00000212802
CCL8	ENSG00000108700
TRAJ46	ENSG00000211843
LY6G6E	ENSG00000224708
SCYL2	ENSG00000136021
GPNMB	ENSG00000136235
CEP164	ENSG00000110274
	ENSG00000227470
	ENSG00000267521
YRDCP3	ENSG00000230859
PCDHB18	ENSG00000146001
ATG3P1	ENSG00000224357
	ENSG00000250782
AKAP8L	ENSG00000011243
TRAJ27	ENSG00000211862
	ENSG00000248471
	ENSG00000267568
	ENSG00000258804
	ENSG00000235946
LINC00160	ENSG00000230978
OR10A3	ENSG00000170683
APOBEC3G	ENSG00000239713
FKBP5	ENSG00000096060
IGKV1D-27	ENSG00000224607
	ENSG00000255200
STARD4-AS1	ENSG00000246859
	ENSG00000280122
ZNRF3-AS1	ENSG00000177993
	ENSG00000259061
RETN	ENSG00000104918
	ENSG00000232952
SEPHS1	ENSG00000086475
	ENSG00000268798
	ENSG00000227917
	ENSG00000279978
PGAM1P8	ENSG00000249251
D2HGDH	ENSG00000180902
	ENSG00000258496
TATDN2P3	ENSG00000235205
EME1	ENSG00000154920
	ENSG00000213209
ZNF100	ENSG00000197020
CAPN15	ENSG00000103326
HELB	ENSG00000127311
METTL7A	ENSG00000185432
	ENSG00000250962
OLFML1	ENSG00000183801
PRPF3	ENSG00000117360
TOX2	ENSG00000124191
IGKV2D-26	ENSG00000211623
ZNRF3-IT1	ENSG00000235786
	ENSG00000270200
	ENSG00000279972
	ENSG00000280029
GJA4	ENSG00000187513
	ENSG00000255295
	ENSG00000214031
PLEK2	ENSG00000100558
TLR8	ENSG00000101916
	ENSG00000273162
H3F3AP3	ENSG00000230618
PPP1R18	ENSG00000225060
PPIAP15	ENSG00000244196
OR10AF1P	ENSG00000255416
CCDC138	ENSG00000163006
	ENSG00000257135
COIL	ENSG00000121058
SNORD105B	ENSG00000238531
	ENSG00000258958
COX8C	ENSG00000277018
	ENSG00000261725
RNU6-1228P	ENSG00000212316
HSPB2-C11orf52	ENSG00000254445
FAM160B2	ENSG00000158863
EPHX2	ENSG00000120915
OR8J1	ENSG00000262796
	ENSG00000244237
CIR1P2	ENSG00000250215
SGCG	ENSG00000102683
	ENSG00000227979
	ENSG00000278681
	ENSG00000269640
OR10AK1P	ENSG00000254807
	ENSG00000278429
	ENSG00000258424
	ENSG00000269873
TGIF2-C20orf24	ENSG00000259399
IFNA5	ENSG00000147873
	ENSG00000279639
	ENSG00000267475
	ENSG00000233420
	ENSG00000254337
	ENSG00000235902
	ENSG00000253090
MGAT5B	ENSG00000167889
OR2T1	ENSG00000175143
	ENSG00000248631
	ENSG00000277580
C4orf27	ENSG00000056050
	ENSG00000233110
PGAM1P10	ENSG00000220515
	ENSG00000259321
MIR548X	ENSG00000265841
MGAT5	ENSG00000152127
SMN1	ENSG00000273772
SMN2	ENSG00000273772
HMGB1P22	ENSG00000250721
RRAGA	ENSG00000155876
HSPB2	ENSG00000170276
NDUFA3	ENSG00000276220
NDUFA10	ENSG00000130414
RNA5SP66	ENSG00000252987
DNAJB9	ENSG00000128590
PCDH8	ENSG00000136099
SPIDR	ENSG00000164808
SNPH	ENSG00000101298
TTC4	ENSG00000243725
	ENSG00000248702
	ENSG00000230291
CCDC7	ENSG00000150076
	ENSG00000248160
HMGB1P7	ENSG00000231148
HSPA4	ENSG00000170606
HMGB1P23	ENSG00000253770
	ENSG00000217195
GSTO1	ENSG00000148834
	ENSG00000233047
XKR6	ENSG00000171044
CFAP97	ENSG00000164323
	ENSG00000262302
	ENSG00000277221
MAGEB6P1	ENSG00000232030
HCG22	ENSG00000237894
SLFN12	ENSG00000172123
	ENSG00000256975
RNU6-159P	ENSG00000212382
	ENSG00000264646
	ENSG00000273586
MIR628	ENSG00000207964
MIOX	ENSG00000100253
	ENSG00000279992
CCDC8	ENSG00000169515
SENP3-EIF4A1	ENSG00000277957
LMO4	ENSG00000143013
EIF3I	ENSG00000084623
IGHD4-17	ENSG00000227800
THSD7B	ENSG00000144229
MMP1	ENSG00000196611
CFD	ENSG00000274619
GZMA	ENSG00000145649
PLEKHA3P1	ENSG00000269800
	ENSG00000214776
TIMP3	ENSG00000100234
FAM178B	ENSG00000168754
	ENSG00000249487
	ENSG00000260472
LARS2	ENSG00000011376
	ENSG00000262623
ARL17A	ENSG00000275748
ARL17B	ENSG00000275748
VHL	ENSG00000134086
	ENSG00000251143
GNG5P2	ENSG00000133136
	ENSG00000249109
	ENSG00000254783
	ENSG00000254594
	ENSG00000256400
	ENSG00000251670
TPT1P12	ENSG00000256817
	ENSG00000268355
	ENSG00000279248
HOMER2P2	ENSG00000238275
	ENSG00000256537
	ENSG00000251144
IGKV2D-38	ENSG00000254009
	ENSG00000248876
OR2J3	ENSG00000229866
	ENSG00000262298
CASKIN1	ENSG00000167971
SETP17	ENSG00000255222
	ENSG00000274966
	ENSG00000279626
IGHVIII-11-1	ENSG00000254215
ZNF302	ENSG00000089335
CHL1	ENSG00000134121
	ENSG00000249852
	ENSG00000279697
	ENSG00000271201
	ENSG00000248162
	ENSG00000248440
	ENSG00000243961
	ENSG00000224229
RFPL3	ENSG00000128276
RP9P	ENSG00000205763
GFOD1-AS1	ENSG00000237786
IGHJ1	ENSG00000211905
CISD1	ENSG00000122873
KRT9	ENSG00000171403
OR8K5	ENSG00000181752
ADAM6	ENSG00000271968
BNIP3P41	ENSG00000248302
	ENSG00000267390
BTG4	ENSG00000137707
EMC9	ENSG00000100908
	ENSG00000267033
	ENSG00000265947
RPL7P33	ENSG00000215236
	ENSG00000277257
LINC01227	ENSG00000260737
FAM20C	ENSG00000177706
WASIR1	ENSG00000185203
SDHCP4	ENSG00000255035
	ENSG00000246523
PPP1R10	ENSG00000235291
PPAPDC2	ENSG00000205808
	ENSG00000262518
IGHVII-1-1	ENSG00000254279
SOX1	ENSG00000182968
LMOD3	ENSG00000163380
RNU6-588P	ENSG00000222213
	ENSG00000237936
	ENSG00000267044
	ENSG00000271666
PNMA5	ENSG00000198883
RNU6-1284P	ENSG00000200571
TLR8-AS1	ENSG00000233338
	ENSG00000272880
	ENSG00000273179
RNA5SP30	ENSG00000202422
MMP16	ENSG00000156103
TUBB4BP7	ENSG00000217372
	ENSG00000236491
RNU6-1218P	ENSG00000239175
FAM32A	ENSG00000105058
PZP	ENSG00000126838
	ENSG00000279695
TCEB1P31	ENSG00000256021
	ENSG00000254877
MIR765	ENSG00000211581
C22orf31	ENSG00000100249
TSSC4	ENSG00000184281
	ENSG00000225311
TAS2R42	ENSG00000186136
MIR320B2	ENSG00000221406
ZNF648	ENSG00000179930
	ENSG00000260029
CCL3	ENSG00000278567
	ENSG00000260211
HSPA1B	ENSG00000224501
	ENSG00000270248
	ENSG00000264078
NPPB	ENSG00000120937
CCKAR	ENSG00000163394
GPX7	ENSG00000116157
C15orf43	ENSG00000167014
	ENSG00000225893
	ENSG00000240459
OPTN	ENSG00000123240
IL9R	ENSG00000124334
	ENSG00000224810
MIR4790	ENSG00000265180
	ENSG00000243094
	ENSG00000261465
KCNQ5-AS1	ENSG00000229154
SLC30A2	ENSG00000158014
	ENSG00000272576
	ENSG00000225982
OR4A15	ENSG00000181958
OR6S1	ENSG00000181803
	ENSG00000280175
EDIL3	ENSG00000164176
	ENSG00000249592
	ENSG00000214942
KCNQ5-IT1	ENSG00000233844
LY6G6D	ENSG00000226603
	ENSG00000234207
	ENSG00000260605
CALM1	ENSG00000198668
AUTS2	ENSG00000158321
	ENSG00000232309
OR2H4P	ENSG00000231919
UBE2D3	ENSG00000109332
	ENSG00000229424
FAM153A	ENSG00000170074
TAAR3	ENSG00000179073
	ENSG00000259223
	ENSG00000261637
	ENSG00000267533
NKD2	ENSG00000276920
CDC42-IT1	ENSG00000230068
GABARAP	ENSG00000170296
HIVEP2	ENSG00000010818
KNOP1P4	ENSG00000232422
HCG24	ENSG00000238100
	ENSG00000223691
TUBB3	ENSG00000198211
	ENSG00000227433
	ENSG00000268149
SYNRG	ENSG00000274047
ACAP2-IT1	ENSG00000229325
GOLGA8G	ENSG00000273651
NLRP2	ENSG00000275082
PEF1	ENSG00000162517
RPS26P56	ENSG00000226339
	ENSG00000259855
	ENSG00000249941
PCDHB3	ENSG00000113205
MARK4	ENSG00000007047
FGF7	ENSG00000140285
YPEL5P1	ENSG00000232096
	ENSG00000271245
	ENSG00000232356
LINC01344	ENSG00000228918
	ENSG00000260790
NAMPT	ENSG00000105835
NUTF2P8	ENSG00000270654
	ENSG00000254739
	ENSG00000274427
PES1P2	ENSG00000229268
	ENSG00000227712
ABCC8	ENSG00000006071
	ENSG00000232692
GPANK1	ENSG00000233210
